adder_n76.qasm	76	100	28	2	2	1.1830470561981201	0.2140188217163086	0.18746685981750488	0.0
adder_n16.qasm	16	20	8	2	2	0.16916513442993164	0.12479043006896973	0.13211536407470703	0.0
adder_n97.qasm	97	128	35	2	2	1.929769515991211	0.2743866443634033	0.17984724044799805	0.0
adder_n49.qasm	49	64	19	2	2	0.6378881931304932	0.202070951461792	0.13256144523620605	0.0
adder_n7.qasm	7	8	5	2	2	0.07220339775085449	0.2631340026855469	0.21726059913635254	0.0
adder_n22.qasm	22	28	10	2	2	0.2738358974456787	0.15117835998535156	0.2047288417816162	0.0
adder_n37.qasm	37	48	15	2	2	0.43775439262390137	0.13428258895874023	0.12499713897705078	0.0
adder_n46.qasm	46	60	18	2	2	0.6631612777709961	0.22225570678710938	0.2375776767730713	0.0
adder_n91.qasm	91	120	33	2	2	1.5815749168395996	0.2920968532562256	0.2740468978881836	0.0
adder_n28.qasm	28	36	12	2	2	0.3278064727783203	0.22939014434814453	0.26442646980285645	0.0
adder_n19.qasm	19	24	9	2	2	0.5006468296051025	0.1620936393737793	0.16408848762512207	0.0
adder_n31.qasm	31	40	13	2	2	0.3525106906890869	0.1934490203857422	0.18015670776367188	0.0
adder_n100.qasm	100	132	36	2	2	1.7614455223083496	0.26976799964904785	0.25759291648864746	0.0
adder_n40.qasm	40	52	16	2	2	0.4778258800506592	0.20713090896606445	0.17851948738098145	0.0
adder_n82.qasm	82	108	30	2	2	1.35719895362854	0.3103041648864746	0.2806396484375	0.0
adder_n10.qasm	10	12	6	2	2	0.18770527839660645	0.3466651439666748	0.33006906509399414	0.0
adder_n94.qasm	94	124	34	2	2	2.064809799194336	0.16966652870178223	0.19810175895690918	0.0
adder_n34.qasm	34	44	14	2	2	0.3995399475097656	0.2911388874053955	0.2808725833892822	0.0
adder_n52.qasm	52	68	20	2	2	0.8137955665588379	0.3093433380126953	0.2938423156738281	0.0
adder_n85.qasm	85	112	31	2	2	1.6357619762420654	0.41290712356567383	0.34918904304504395	0.0
adder_n13.qasm	13	16	7	2	2	0.14203858375549316	0.34821438789367676	0.35463690757751465	0.0
adder_n73.qasm	73	96	27	2	2	1.278153657913208	0.3851959705352783	0.3289680480957031	0.0
adder_n88.qasm	88	116	32	2	2	2.2030158042907715	0.3267500400543213	0.3032562732696533	0.0
adder_n64.qasm	64	84	24	2	2	1.0207631587982178	0.27007365226745605	0.34125852584838867	0.0
adder_n70.qasm	70	92	26	2	2	1.3693692684173584	0.3699657917022705	0.24676918983459473	0.0
adder_n55.qasm	55	72	21	2	2	0.981029748916626	0.4251139163970947	0.38559412956237793	0.0
adder_n79.qasm	79	104	29	2	2	1.6265413761138916	0.2598686218261719	0.22270464897155762	0.0
adder_n4.qasm	4	4	4	2	2	0.04183816909790039	0.23461627960205078	0.2234487533569336	0.0
adder_n25.qasm	25	32	11	2	2	0.2794637680053711	0.26659417152404785	0.22053766250610352	0.0
adder_n61.qasm	61	80	23	2	2	1.0345160961151123	0.4727914333343506	0.3102693557739258	0.0
adder_n67.qasm	67	88	25	2	2	1.2662556171417236	0.27616000175476074	0.24412751197814941	0.0
adder_n58.qasm	58	76	22	2	2	0.8637030124664307	0.4975912570953369	0.47855591773986816	0.0
adder_n43.qasm	43	56	17	2	2	0.7932984828948975	0.26190876960754395	0.22803354263305664	0.0
