
IC_QAOA.qasm	20	722	175	2	1.0824158191680908	0.032193385204705494	
IC_QAOA.qasm	20	722	175	2	1.0372405052185059	0.03218353451242531	
IP_QAOA.qasm	19	1047	312	2	1.493276596069336	0.03218736762069778	
uncompiled_QAOA.qasm	12	261	70	2	0.18279480934143066	0.03217111970028635	
naive_compiled_QAOA.qasm	20	974	397	2	2.92917799949646	0.032167786544961434	
IC_QAOA.qasm	20	722	175	2	1.0059871673583984	0.03219619640167225	
qaoa_35.qasm	35	6418	1018	2	32.44926714897156	6.566700650275381e-07	
qaoa_20.qasm	20	3356	588	2	11.185835361480713	0.0007098126265161793	
qaoa_10.qasm	10	1464	396	2	1.9954242706298828	0.006546293253312557	
IP_QAOA.qasm	19	1047	312	2	1.490323543548584	0.03218274020545516	
qaoa_30.qasm	30	5248	1018	2	22.719781160354614	1.9947775634271113e-05	
qaoa_25.qasm	25	4302	586	2	16.34897017478943	0.00017690274588524609	
qaoa_15.qasm	15	2298	460	2	4.440885066986084	0.0017222973503591946	
uncompiled_QAOA.qasm	12	261	70	2	0.18254995346069336	0.03218974971495473	
qaoa_40.qasm	40	7496	1137	2	42.55921721458435	8.999988587102014e-08	
naive_compiled_QAOA.qasm	20	974	397	2	1.9509179592132568	0.032182138961015225	
qaoa_35.qasm	35	6830	1062	2	36.02703928947449	2.9280446178185392e-08	
qaoa_20.qasm	20	3560	545	2	12.02413558959961	0.00016875398237325309	
qaoa_10.qasm	10	1540	604	2	2.0964834690093994	0.004823016955103786	
qaoa_30.qasm	30	5580	1062	2	25.596309661865234	1.9471481886036535e-06	
qaoa_25.qasm	25	4570	545	2	17.91823387145996	0.00015740734420613398	
qaoa_15.qasm	15	2430	663	2	5.013617277145386	0.0015474543565704268	
qaoa_40.qasm	40	7960	1189	2	47.35977482795715	5.307665135254852e-08	
qaoa_54.qasm	54	10456	1578	2	78.84509181976318	3.386315774035114e-10	
qaoa_51.qasm	51	9866	1395	2	70.03682065010071	8.196349925435286e-10	
uncompiled_QAOA.qasm	12	261	70	2	0.1833786964416504	0.03218061785884365	
qaoa_48.qasm	48	9276	1267	2	62.374932289123535	2.5664565815490284e-09	
qaoa_45.qasm	45	8666	1256	2	54.870930671691895	1.9607226262159934e-09	
qaoa_100.qasm	100	276744	10125	2	
qaoa_90.qasm	90	2434	42	2	6.611571788787842	2.8421709430403395e-14	
qaoa_100.qasm	100	2720	42	2	11.644121170043945	8.872897967465479e-16	
qaoa_64.qasm	64	1696	42	2	3.5120389461517334	2.3283064365386596e-10	
qaoa_80.qasm	80	2148	42	2	5.342694282531738	9.076757123693653e-13	
qaoa_81.qasm	81	2178	42	2	5.561888933181763	6.424664393288915e-13	
qaoa_72.qasm	72	1922	42	2	4.412076234817505	1.4551915228366598e-11	

qaoa_169.qasm	169	4706	42	2	29.011017322540283	3.655656377514151e-26	
qaoa_256.qasm	256	7232	42	2	
qaoa_169.qasm	169	4706	42	2	18.46260714530945	3.6556563775141475e-26	
qaoa_121.qasm	121	3322	42	2	9.770203828811646	6.133173666733311e-19	
qaoa_225.qasm	225	6330	42	2	
