-0.200000	-0.122057	
0	0.2122	0.0989	0.0776	0.0674	0.0863	0.2692	0.0405	0.1479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1	0.0416	0.1808	0.2544	0.1798	0.1467	0.0194	0.1407	0.0366	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2	0.0299	0.2884	0.2998	0.1908	0.1188	0.0324	0.0129	0.0269	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3	0.4656	0.1267	0.0084	0.2001	0.0094	0.1062	0.0552	0.0284	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	0.0385	0.0456	0.0189	0.2119	0.0650	0.1982	0.1866	0.2353	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5	0.0137	0.0210	0.2324	0.0302	0.2777	0.1084	0.1672	0.1494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6	0.1720	0.1146	0.0291	0.1044	0.1421	0.0880	0.2257	0.1241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7	0.0266	0.1239	0.0793	0.0154	0.1539	0.1782	0.1712	0.2514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0109	0.3001	0.1330	0.0120	0.0357	0.3198	0.0950	0.0934	
9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1842	0.0382	0.3903	0.0439	0.0721	0.0940	0.0788	0.0985	
10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2411	0.0772	0.0453	0.4454	0.0158	0.1354	0.0359	0.0040	
11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4356	0.1567	0.0763	0.1322	0.0889	0.0267	0.0611	0.0225	
12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0824	0.0573	0.1735	0.0578	0.2054	0.0057	0.4163	
13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0178	0.0169	0.2151	0.0475	0.3661	0.0200	0.2785	0.0381	
14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0717	0.2148	0.0516	0.0820	0.1592	0.0709	0.2076	0.1421	
15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0370	0.1136	0.0311	0.0636	0.2044	0.1278	0.2374	0.1852	
-0.155556	-0.103928	
0	0.2137	0.1026	0.0804	0.0645	0.0852	0.2644	0.0405	0.1488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1	0.0430	0.1811	0.2516	0.1828	0.1438	0.0193	0.1418	0.0367	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2	0.0305	0.2850	0.3005	0.1913	0.1213	0.0334	0.0134	0.0246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3	0.4635	0.1281	0.0085	0.2005	0.0091	0.1080	0.0533	0.0290	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	0.0377	0.0459	0.0181	0.2102	0.0643	0.1975	0.1895	0.2368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5	0.0141	0.0204	0.2323	0.0301	0.2747	0.1065	0.1693	0.1525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6	0.1734	0.1112	0.0311	0.1039	0.1460	0.0879	0.2253	0.1212	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7	0.0241	0.1258	0.0775	0.0166	0.1556	0.1830	0.1670	0.2504	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0102	0.3060	0.1334	0.0115	0.0343	0.3153	0.0946	0.0946	
9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1847	0.0393	0.3922	0.0422	0.0701	0.0930	0.0805	0.0980	
10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2402	0.0754	0.0434	0.4484	0.0159	0.1388	0.0348	0.0031	
11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4384	0.1532	0.0766	0.1324	0.0894	0.0277	0.0615	0.0208	
12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0820	0.0584	0.1699	0.0580	0.2038	0.0064	0.4199	
13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0174	0.0170	0.2149	0.0476	0.3608	0.0204	0.2825	0.0393	
14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0684	0.2162	0.0513	0.0838	0.1604	0.0736	0.2024	0.1441	
15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0391	0.1108	0.0300	0.0641	0.2112	0.1274	0.2373	0.1801	
