-0.200000	-0.238356	
0	0.2009	0.0762	0.0607	0.0875	0.0938	0.2998	0.0403	0.1407	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1	0.0343	0.1780	0.2722	0.1617	0.1652	0.0202	0.1326	0.0359	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2	0.0250	0.3089	0.2933	0.1873	0.1034	0.0250	0.0122	0.0449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3	0.4758	0.1163	0.0082	0.1953	0.0123	0.0965	0.0697	0.0258	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	0.0433	0.0436	0.0250	0.2211	0.0697	0.2025	0.1677	0.2271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5	0.0106	0.0252	0.2318	0.0309	0.2951	0.1204	0.1567	0.1292	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6	0.1633	0.1387	0.0181	0.1070	0.1179	0.0879	0.2246	0.1424	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7	0.0468	0.1130	0.0907	0.0092	0.1425	0.1478	0.1961	0.2540	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0166	0.2605	0.1288	0.0193	0.0455	0.3482	0.0965	0.0845	
9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1787	0.0335	0.3793	0.0545	0.0857	0.0996	0.0688	0.0997	
10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2433	0.0906	0.0581	0.4224	0.0154	0.1130	0.0452	0.0119	
11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4159	0.1762	0.0734	0.1302	0.0883	0.0205	0.0603	0.0352	
12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0031	0.0837	0.0503	0.1959	0.0554	0.2168	0.0028	0.3920	
13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0194	0.0164	0.2168	0.0459	0.3975	0.0181	0.2548	0.0311	
14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0964	0.2057	0.0529	0.0723	0.1499	0.0558	0.2389	0.1282	
15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0264	0.1334	0.0404	0.0595	0.1624	0.1279	0.2327	0.2173	
-0.150000	-0.199230	
0	0.2050	0.0836	0.0661	0.0805	0.0913	0.2896	0.0405	0.1435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1	0.0365	0.1792	0.2662	0.1676	0.1590	0.0199	0.1355	0.0361	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2	0.0267	0.3023	0.2960	0.1886	0.1084	0.0276	0.0121	0.0383	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3	0.4730	0.1201	0.0082	0.1973	0.0111	0.0994	0.0644	0.0264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	0.0417	0.0443	0.0229	0.2182	0.0681	0.2011	0.1742	0.2295	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5	0.0116	0.0238	0.2323	0.0306	0.2896	0.1165	0.1596	0.1359	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6	0.1662	0.1301	0.0215	0.1063	0.1259	0.0880	0.2256	0.1363	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7	0.0392	0.1165	0.0869	0.0109	0.1465	0.1579	0.1881	0.2539	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0145	0.2741	0.1305	0.0161	0.0421	0.3388	0.0962	0.0878	
9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1810	0.0347	0.3828	0.0510	0.0810	0.0979	0.0720	0.0996	
10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2432	0.0858	0.0538	0.4307	0.0155	0.1206	0.0417	0.0087	
