grover_21.qasm	21	95	41	2	grover_21.qasm	21	95	41	2	2	0.8496065139770508	0.1770627498626709	0.16291379928588867	0.0
grover_51.qasm	51	230	101	2	2	13.525602340698242	1.636051893234253	1.6556873321533203	0.0
grover_23.qasm	23	104	45	2	2	1.0494763851165771	1.679227352142334	1.693056583404541	0.0
grover_13.qasm	13	59	25	2	2	5.692103385925293	1.993856430053711	1.6642851829528809	0.0
grover_85.qasm	85	383	169	2	2	64.40002679824829	1.8140759468078613	1.88731050491333	0.0
grover_75.qasm	75	338	149	2	2	60.477041482925415	2.0947346687316895	2.1306018829345703	0.0
grover_3.qasm	3	16	9	2	2	0.07507872581481934	2.1363136768341064	2.148029327392578	4.938271604938269e-14
grover_59.qasm	59	266	117	2	2	23.61178159713745	2.8842129707336426	2.20674991607666	0.0
grover_99.qasm	99	446	197	2	2	123.89610433578491	2.3908443450927734	2.524495840072632	0.0
grover_57.qasm	57	257	113	2	2	20.25282859802246	3.5697944164276123	3.641129970550537	0.0
grover_87.qasm	87	392	173	2	2	112.71098685264587	2.87996506690979	2.8862926959991455	0.0
grover_81.qasm	81	365	161	2	2	124.7739508152008	4.173921585083008	4.2606201171875	0.0
grover_31.qasm	31	140	61	2	2	2.5300185680389404	4.274206161499023	4.2465808391571045	0.0
grover_7.qasm	7	32	13	2	2	0.14548850059509277	4.207445859909058	4.276625156402588	0.0
grover_95.qasm	95	428	189	2	2	143.5546875	4.755467414855957	4.781886339187622	0.0
grover_65.qasm	65	293	129	2	2	68.64347791671753	5.00330376625061	5.067772626876831	0.0
grover_55.qasm	55	248	109	2	2	27.547420740127563	4.435772895812988	4.461735725402832	0.0
grover_73.qasm	73	329	145	2	2	145.416574716568	4.787680149078369	4.334054946899414	0.0
grover_79.qasm	79	356	157	2	2	88.7884624004364	4.783199071884155	5.106903314590454	0.0
grover_61.qasm	61	275	121	2	2	107.75486898422241	4.538780450820923	4.548765659332275	0.0
grover_91.qasm	91	410	181	2	2	159.34208726882935	4.111950397491455	4.343575477600098	0.0
grover_93.qasm	93	419	185	2	2	163.08788681030273	4.322619676589966	4.567020893096924	0.0
grover_63.qasm	63	284	125	2	2	61.96251463890076	4.733726501464844	4.751219034194946	0.0
grover_5.qasm	5	23	10	2	2	10.559874773025513	4.657691478729248	4.4221649169921875	0.0
grover_53.qasm	53	239	105	2	2	12.613527297973633	5.566177845001221	6.305271863937378	0.0
grover_27.qasm	27	122	53	2	2	24.264806509017944	4.450672388076782	4.501784801483154	0.0
grover_29.qasm	29	131	57	2	2	2.059931755065918	4.762618780136108	6.4154441356658936	0.0
grover_83.qasm	83	374	165	2	2	101.67746996879578	4.667529582977295	6.487389087677002	0.0
grover_97.qasm	97	437	193	2	2	242.25760412216187	5.092038154602051	5.134105920791626	0.0
grover_67.qasm	67	302	133	2	2	124.78074169158936	5.3654091358184814	5.150626182556152	0.0
grover_71.qasm	71	320	141	2	2	125.76585674285889	5.383585691452026	5.420903921127319	0.0
grover_77.qasm	77	347	153	2	2	189.0251350402832	5.558845281600952	7.524956464767456	0.0
grover_25.qasm	25	113	49	2	2	1.307995319366455	5.583401203155518	5.424107551574707	0.0
grover_15.qasm	15	68	29	2	2	0.42849183082580566	5.734778881072998	7.614844560623169	0.0
grover_11.qasm	11	50	21	2	2	29.536986112594604	5.354421377182007	5.4316956996917725	0.0
grover_19.qasm	19	86	37	2	2	0.6838018894195557	8.360623598098755	8.212443828582764	0.0
grover_9.qasm	9	41	17	2	2	0.1970844268798828	7.544648170471191	5.679600715637207	0.0
hwb500ps.qasm	
