grover_21.qasm	21	95	41	2	grover_21.qasm	21	95	41	2	2	0.8496065139770508	0.1770627498626709	0.16291379928588867	0.0
grover_17.qasm	17	77	33	2	2	0.5484991073608398	0.16874265670776367	0.1526021957397461	0.0
grover_41.qasm	41	185	81	2	2	5.151609182357788	0.32643842697143555	0.31435441970825195	0.0
grover_21.qasm	21	95	41	2	2	0.8810839653015137	0.1802377700805664	0.21384954452514648	0.0
grover_17.qasm	17	77	33	2	2	0.5768184661865234	0.20444297790527344	0.17464256286621094	0.0
grover_41.qasm	41	185	81	2	2	5.511263608932495	0.2449796199798584	0.2546877861022949	0.0
grover_51.qasm	51	230	101	2	2	9.823846817016602	0.5808157920837402	0.5623180866241455	0.0
grover_23.qasm	23	104	45	2	2	1.7443134784698486	0.6346602439880371	0.6211428642272949	0.0
grover_13.qasm	13	59	25	2	2	0.33742594718933105	0.45938825607299805	0.4376404285430908	0.0
grover_3.qasm	3	16	9	2	2	0.06860733032226562	0.6069605350494385	0.5900447368621826	4.938271604938269e-14
grover_31.qasm	31	140	61	2	2	4.0281126499176025	0.6243834495544434	0.6019015312194824	0.0
grover_7.qasm	7	32	13	2	2	0.14401721954345703	0.6378655433654785	0.658881425857544	0.0
grover_5.qasm	5	23	10	2	2	0.0955648422241211	0.6535062789916992	0.6665689945220947	0.0
grover_27.qasm	27	122	53	2	2	1.6651630401611328	0.5297877788543701	0.519695520401001	0.0
grover_29.qasm	29	131	57	2	2	2.595787763595581	0.7585659027099609	0.714331865310669	0.0
grover_25.qasm	25	113	49	2	2	1.529381275177002	0.5854320526123047	0.5908739566802979	0.0
grover_15.qasm	15	68	29	2	2	0.43066859245300293	0.7688016891479492	0.7251191139221191	0.0
grover_11.qasm	11	50	21	2	2	1.9653716087341309	0.6284539699554443	0.6135163307189941	0.0
grover_19.qasm	19	86	37	2	2	0.6814706325531006	0.6712503433227539	0.6387619972229004	0.0
grover_9.qasm	9	41	17	2	2	0.19741511344909668	0.7419180870056152	0.6971147060394287	0.0

grover_69.qasm	69	311	137	2	2	25.65548062324524	0.8680727481842041	0.9085006713867188	0.0
grover_21.qasm	21	95	41	2	2	0.8259501457214355	0.5811116695404053	0.8745558261871338	0.0
grover_17.qasm	17	77	33	2	2	0.5309953689575195	0.8903148174285889	0.9326210021972656	0.0
grover_41.qasm	41	185	81	2	2	7.729316711425781	0.7625348567962646	0.9910566806793213	0.0
grover_89.qasm	89	401	177	2	2	60.42360544204712	1.7153422832489014	1.426750898361206	0.0
