0.1	inst_4x4_10_0	16	82	11	4	2.9988298416137695	2.8373199716903477e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.049207925796509	2.0494659276135665e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.076477527618408	3.621217262512021e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.193730115890503	2.9222233619696118e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.3003225326538086	2.9806747651543522e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.0408737659454346	2.267502792351353e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.058418035507202	2.9099193864870595e-05	
0.1	inst_4x4_10_0	16	82	11	4	3.3578596115112305	2.9441424944004072e-05	
0.1	simple	2	3	3	4	0.24146389961242676	0.02379869300622423	
0.1	simple	2	3	3	4	0.2253110408782959	0.012516703858488583	
0.1	simple	2	3	3	4	0.228135347366333	0.017297155645229285	
0.1	simple	2	3	3	4	0.2256472110748291	0.01704557763145408	
0.1	simple	2	3	3	4	0.23075485229492188	0.018429712384143048	
0.1	simple	2	3	3	4	0.22806191444396973	0.021516137122149694	
0.1	simple	2	3	3	4	0.2440342903137207	0.017858849118539095	
0.1	simple	2	3	3	4	0.22815299034118652	0.012861848339224217	
0.1	simple	2	3	3	4	0.22965741157531738	0.023797409882366834	
0.1	simple	2	3	3	4	0.22742033004760742	0.018429365104812266	
0.1	simple	2	3	3	4	0.22728943824768066	0.017874400995688985	
0.1	simple	2	3	3	4	0.20881295204162598	0.012925011215700244	
0.1	simple	2	3	3	4	0.20802092552185059	0.013416782588921929	
0.1	simple	2	3	3	4	0.20093011856079102	0.009077802137290663	
0.1	simple	2	3	3	4	0.20427942276000977	0.011907924909540823	
0.1	simple	2	3	3	4	0.20945429801940918	0.0086456129001976	
0.1	simple	2	3	3	4	0.20846033096313477	0.011379120643443203	
0.1	simple	2	1	1	4	0.22620081901550293	0.04060404683849931	
0.1	simple	2	1	1	4	6.5628626346588135	0.04060404683849931	
0.1	simple	4	29	26	4	0.773521900177002	0.004348200304087251	
0.1	simple	4	29	26	4	0.7709181308746338	0.006047104640097358	
0.1	simple	1	1	1	4	0.1132042407989502	0.0	
0.1	simple	1	2	2	4	0.163679838180542	0.02717346487177683	
0.1	simple	1	2	2	4	0.16489362716674805	0.02717346487177683	
0.1	simple	1	0	0	4	0.06453943252563477	0.06053814136421632	
0.1	simple	1	1	1	4	0.11005067825317383	0.0	
0.1	simple	1	1	1	4	0.11941719055175781	0.0	
0.1	simple	1	1	1	4	0.11803150177001953	0.0	
0.1	simple	1	1	1	4	0.1242063045501709	0.0	
0.1	inst_4x4_10_0	16	115	11	4	4.408397436141968	2.0975555782485885e-05	
0.1	inst_4x4_10_0	16	115	11	4	4.608875513076782	2.0975555782485882e-05	
0.1	simple	4	29	26	4	0.888843297958374	0.005875343806308562	
0.1	simple	4	29	26	4	0.8942563533782959	0.00587534380630856	
0.1	simple	4	29	26	0	0.0011987686157226562	0.0	
0.1	simple	4	29	26	4	0.9352715015411377	0.027131239323707788	
0.1	simple	4	3	3	4	0.27556896209716797	0.056763343149458176	
0.1	simple	4	1	1	4	0.23797321319580078	0.17382041366236478	
0.1	simple	4	2	2	4	0.2532336711883545	0.08394026794630861	
0.1	simple	4	2	2	4	0.2878870964050293	0.08394026794630863	
0.1	simple	4	3	3	4	0.2792093753814697	0.056763343149458176	
0.1	simple	4	29	26	4	0.913154125213623	0.02713123932370779	
0.1	simple	4	29	26	4	1.0118408203125	0.02713123932370778	
0.1	simple	4	29	26	4	1.201622486114502	0.02713123932370779	
0.1	simple	4	29	26	4	0.30719780921936035	0.9703998897699647	
0.1	simple	4	29	26	4	0.2611384391784668	0.9703998897699647	
0.1	inst_4x4_10_0	16	115	11	16	4.983388423919678	0.002123131916051588	
0.1	inst_4x4_30_0	16	299	31	16	0.1	inst_4x4_30_0	16	299	31	16	0.006104707717895508	0.0	
0.1	inst_4x4_30_0	16	299	31	16	0.0012469291687011719	0.0	
0.1	inst_4x4_30_0	16	299	31	16	0.5290787220001221	0.001149818852145955	
0.1	inst_4x5_30_0	20	378	31	16	0.1	inst_4x5_30_0	20	378	31	16	18.905573844909668	0.0013124670913507313	
0.1	inst_4x4_30_0	16	299	31	16	0.1	inst_4x4_30_0	16	299	31	16	0.0014183521270751953	0.0	
0.1	inst_4x4_30_0	16	299	31	16	0.001983642578125	0.0	
0.1	inst_4x4_30_0	16	299	31	16	2.107278823852539	0.0014072299340897655	
0.1	inst_4x4_30_0	16	299	31	16	0.7583153247833252	0.0014072299340897629	
0.1	inst_4x4_30_0	16	299	31	16	85.89842581748962	0.0014481666471220958	
0.1	inst_6x6_20_0	36	483	21	16	0.1	inst_6x6_20_0	36	483	21	2	0.1	inst_7x7_10_0	49	364	11	2	0.2573246955871582	2.5645465070329965e-08	
0.1	qaoa_169	169	4706	42	2	20.897603511810303	3.652915662870391e-26	
0.1	qaoa_100	100	2720	42	10	4.673213481903076	8.501253342813041e-16	
0.1	qaoa_100	100	2720	42	10	4.646312475204468	8.497999811189751e-16	
0.1	qaoa_100	100	2720	42	10	143.3758680820465	8.503856620695062e-16	
0.1	qaoa_100	100	2720	42	10	4.627774238586426	8.501297463131035e-16	
