
hf_8_1_7.qasm	8	308	124	2	0.33689165115356445	3.1313888570373858e-19	
hf_10_0_9.qasm	10	461	142	2	0.37415575981140137	0.0	
hf_12_0_5.qasm	12	690	194	2	0.9927482604980469	3.356379512894474e-49	
hf_12_1_3.qasm	12	690	194	2	1.0184297561645508	nan	
hf_10_1_7.qasm	10	461	142	2	0.3776586055755615	6.719779885859574e-21	
hf_10_1_3.qasm	10	461	142	2	0.38344717025756836	2.4694562966327514e-37	
hf_12_2_1.qasm	12	690	194	2	0.9763875007629395	nan	
hf_10_2_5.qasm	10	461	142	2	0.3718690872192383	0.0	
hf_8_1_3.qasm	8	308	124	2	0.2194674015045166	3.0512271874747753e-34	
hf_8_0_9.qasm	8	308	124	2	0.21768569946289062	1.824697686691064e-21	
hf_10_0_5.qasm	10	461	142	2	0.37256312370300293	4.1391152973767324e-20	
hf_6_0_9.qasm	6	155	72	2	0.09682750701904297	5.857971400296304e-27	
hf_6_2_1.qasm	6	155	72	2	0.09578108787536621	0.0	
hf_6_1_7.qasm	6	155	72	2	0.09581542015075684	4.545681352176846e-19	
hf_8_0_5.qasm	8	308	124	2	0.21953415870666504	nan	
hf_8_2_5.qasm	8	308	124	2	0.2175590991973877	nan	
hf_12_0_9.qasm	12	690	194	2	0.9641594886779785	1.2281527335752808e-22	
hf_12_2_5.qasm	12	690	194	2	0.975022554397583	0.0	
hf_10_2_1.qasm	10	461	142	2	0.374208927154541	2.1996494362351605e-36	
hf_12_1_7.qasm	12	690	194	2	0.9812314510345459	4.96343392863671e-50	
hf_8_2_1.qasm	8	308	124	2	0.21690821647644043	3.917314070262798e-34	
hf_6_1_3.qasm	6	155	72	2	0.09526371955871582	0.0	
hf_6_0_5.qasm	6	155	72	2	0.09567093849182129	5.059077773493413e-19	
hf_6_2_5.qasm	6	155	72	2	0.09528636932373047	0.0	
